itemID,Tongan Word,Dictionary Page,Number of Letters,Number of Phonemes,Number of Moras,Part of Speech,Meaning in English,Number of Participants,Reaction Time,Accuracy
2348,pepa sikaleti,139,12,12,6,noun, (n) cigarette paper,24,591,1.00
2349,pepa tā-fakatātā,139,14,17,10,noun, (n) drawing paper,26,620,0.92
2350,pepa taipe,139,9,9,5,noun, (n) typing paper,24,651,1.00
2351,pepa teuteu,139,10,10,6,noun, (n) decorating paper,29,595,0.97
2352,pepa ‘aofi-fale,139,13,13,7,noun, (n) wall-paper,24,604,0.75
2353,pepe,139,4,4,2,noun, (n) butterfly,32,458,0.97
2354,peseti,139,6,6,3,noun, (n) per cent,24,699,0.79
2355,pesipesi,139,8,8,4,noun, (n) claws,26,516,1.00
2356,pēsoni,139,6,7,4,noun," (n) basin, enamel basin",24,670,1.00
2357,petepete,139,8,8,4,adjective/verb, (adj/v) rough (to the touch),29,528,1.00
2358,pe‘i,139,4,4,2,interjection," (interj) all right then, very well then",24,525,1.00
2359,pia,139,3,3,2,noun, (n) beer,23,570,1.00
2360,pihi,139,4,4,2,verb," (v) to splash up, fly up, as spray does; to squirt",24,569,1.00
2361,piini,139,5,5,3,noun, (n) bean(s),26,617,0.96
2362,piisi,139,5,5,3,noun, (n) peach,24,767,1.00
2363,piki,139,4,4,2,verb," (v) to take hold of; to hold on, cling, stick, or adhere",28,490,0.96
2364,pikipiki,139,8,8,4,adjective/verb," (adj/v) sticky; grimy; gathered up, puckered",24,658,0.92
2365,piko,139,4,4,2,adjective/verb," (adj/v) bent, crooked (of one bend only)",31,539,0.90
2366,pikopiko,139,8,8,4,adjective/verb, (adj/v) crooked,23,486,1.00
2367,piko‘i,139,6,6,3,verb," (v) to bend, make crooked; to pervert or to falsify",24,529,1.00
2368,piliki,139,6,6,3,noun, (n) brick,26,598,0.88
2369,pilinisesi,139,10,10,5,noun, (n) princess,24,615,1.00
2370,piliote,139,7,7,4,noun," (n) period, full stop",24,679,0.92
2371,pilīsone,139,8,9,5,noun," (n) prison, jail",31,490,1.00
2372,Pilitānia,139,9,10,6,noun, (n) Britain,24,638,0.88
2373,piliu,139,5,5,3,noun, (n) blue (for blueing clothes),24,646,0.71
2374,pilo,139,4,4,2,noun," (n) pillow, or cushion",26,599,1.00
2375,pine,139,4,4,2,noun, (n) pin,29,538,0.97
2376,pingikī,139,7,7,4,adjective/verb, (adj/v) pink,24,525,1.00
2377,pīpī,139,4,6,4,noun, (n) turkey,32,471,0.97
2378,Pīpī,139,4,6,4,noun," (n) B.P. (Burns Philp Co., Ltd.)",24,549,0.96
2379,pipihi,139,6,6,3,adjective/verb, (adj/v) infectious,23,531,0.96
2380,pipiki,139,6,6,3,verb," (v) to hold on or adhere, etc.; to remain clinging or adhering; or to be stuck fast",26,645,1.00
2381,pipiko,139,6,6,3,verb," (v) to be disinclined, reluctant, unwilling, or bored",24,579,1.00
2382,pīponu or pīpīponu,139,6,7,4,adjective/verb," (adj/v) wet through, saturated",29,712,0.90
2383,pisikete,139,8,8,4,noun, (n) biscuit,24,637,1.00
2384,pisinisi,139,8,8,4,noun, (n) business,32,591,0.75
2385,pīsope,139,6,7,4,noun, (n) bishop,24,774,0.83
2386,pitoi,139,5,5,3,noun, (n) stuffing,24,721,0.92
2387,pitu,139,4,4,2,noun, (n) yellow bamboo,29,528,0.83
2388,piva,140,4,4,2,noun, (n) skirt,24,628,1.00
2389,pō,140,2,3,2,noun, (n) night,31,598,1.00
2390,poaki,140,5,5,3,verb," (v) to apologize for one's absence, to ask to have one's absence excused; to ask for leave or permission",24,546,1.00
2391,poini,140,5,5,3,noun, (n) point; or decimal point,24,565,0.96
2392,polata,140,6,6,3,noun, (n) trunk or main stem of plantain or banana plant,24,538,1.00
2393,polisi,140,6,6,3,noun, (n) police; policeman,28,705,0.79
2394,polopeni,140,8,8,4,noun," (n) ball-pen, ball-point pen",24,571,0.96
2395,polosi,140,6,6,3,noun, (n) brush,32,543,0.91
2396,polota,140,6,6,3,noun, (n) bolt,24,604,0.83
2397,pongia,140,6,5,3,verb," (v) to faint, collapse, swoon, lose consciousness",24,556,1.00
2398,pongipongi,140,10,8,4,noun, (n) morning,26,501,1.00
2399,pōpao,140,5,6,4,noun, (n) canoe,24,731,0.92
2400,popilini,140,8,8,4,noun, (n) poplin,29,521,0.83
2401,popo,140,4,4,2,adjective/verb," (adj/v) (of wood) rotten, decaying; (of palm of hand or sole of foot) to be affected with a disease which makes it dry and cracked; (of clothes) old and worn out",24,521,0.96
2402,pōpoaki,140,7,8,5,noun, (n) message,32,542,0.97
2403,popongi,140,7,6,3,verb," (v) to be dazzled, to be hurt by the light",24,522,1.00
2404,pōpō‘uli,140,8,10,6,adjective/verb," (adj/v) overcast, somewhat dark",24,530,1.00
2405,pōpula,140,6,7,4,noun," (n) captive, prisoner, or slave",26,689,0.96
2406,pōsiti‘ofisi,140,12,13,7,noun, (n) post office,24,580,1.00
2407,poto,140,4,4,2,adjective/verb," (adj/v) to be clever, skilful; to understand what to do and be able to do it",29,659,0.90
2408,potu,140,4,4,2,noun," (n) place, locality; side, end",24,747,0.92
2409,potufolofola,140,12,12,6,noun, (n) text or verse of scripture,32,518,0.97
2410,potungāue,140,9,9,6,noun," (n) department, bureau, sphere of work; circuit; parish, charge",24,585,0.83
2411,potutohi,140,8,8,4,noun, (n) place in a book or letter,23,522,1.00
2412,potu‘i,140,6,6,3,noun," (n) end of, piece of",26,577,0.85
2413,pou,140,3,3,2,noun," (n) post, pillar, pile",23,792,0.96
2414,poupou,140,6,6,4,verb," (v) to prop up, to support; to second; to emphasize, lay stress on; to urge, exhort",29,461,1.00
2415,po‘uli,140,6,6,3,noun," (n) night, darkness",24,556,1.00
2416,puaka,140,5,5,3,noun, (n) pig,32,529,1.00
2417,puha,140,4,4,2,noun," (n) box, case; barrel",24,581,0.96
2418,puha ‘aisi,140,9,9,5,noun," (n) ice-chest, refrigerator",24,522,0.96
2419,puha ‘uhila,140,10,10,5,noun," (n) storage battery, car battery (“electric box”)",26,546,1.00
2420,puhi,140,4,4,2,verb," (v) to blow energetically (with the mouth); (of a whale) to spout; to puff, puff at; to issue forcibly through a mouth or opening",24,533,1.00
2421,puhi‘i,140,6,6,3,verb," (v) to blow, blow away, or blow out (with the mouth)",29,616,0.76
2422,puho,140,4,4,2,verb," (v) to blaze up, flare up",24,544,0.96
2423,puipui,140,6,6,4,noun, (n) curtain; blind,32,519,0.94
2424,puke,140,4,4,2,noun, (n) mound of earth over a yam or a taro or other root vegetable,24,594,1.00
2425,pukepuke,140,8,8,4,verb," (v) to hold on to or keep hold of, to retain or maintain; to hold back, restrain",24,514,0.96
2426,pukupuku,140,8,8,4,adjective/verb, (adj/v) short (in height),26,548,0.85
2427,pule,140,4,4,2,adjective/verb, (adj/v) to be marked with spots or coloured patterns,24,562,1.00
2428,Pulelulu,141,8,8,4,noun, (n) Wednesday,29,484,0.97
2429,pule-ngāue,141,9,9,6,noun, (n) foreman,24,576,1.00
2430,pule‘anga,141,9,8,4,noun," (n) kingdom, government, state, nation",32,570,0.94
2431,puli,141,4,4,2,verb," (v) to be out of sight, to disappear or vanish; to be lost, gone, or missing",24,722,0.96
2432,pulia,141,5,5,3,verb," (v) to disappear, to become lost or mislaid; to be completely hidden or concealed",24,555,0.88
2433,pulopula,141,8,8,4,noun," (n) seed-yams, piece(s) of yam for planting",26,527,0.92
2434,pūlou,141,5,6,4,noun, (n) cloth (of any kind) used as a covering for the head or the face; hood,24,574,0.96
2435,pulu,141,4,4,2,noun, (n) coconut husk,29,495,1.00
2436,pulū,141,4,5,3,adjective/verb, (adj/v) blue,24,550,0.96
2437,pulu-lole,141,8,8,4,noun, (n) chewing gum,32,586,0.81
2438,pulumu,141,6,6,3,noun, (n) broom,24,527,1.00
2439,pulusi,141,6,6,3,verb," (v) to print, to print and publish",24,601,0.83
2440,pulu tau-niu,141,10,10,6,noun, (n) coconut-husk used for squeezing or wringing cream from grated coconut,26,535,1.00
2441,puna,141,4,4,2,verb," (v) to fly; to leap, jump, spring, or bounce; (of liquids) to squirt, to issue forth",24,621,0.83
2442,punake,141,6,6,3,noun, (n) poem; poet,29,566,0.86
2443,punopuna,141,8,8,4,verb, (v) to jump along or to proceed by jumps or short flights,24,681,0.96
2444,punopunou,141,9,9,5,verb," (v) to be stooping, or to stoop all the time",32,689,0.88
2445,pununga,141,7,6,3,noun, (n) nest,24,619,0.88
2446,pupu,141,4,4,2,verb," (v) to be close together, crowded together; (of events) to occur at frequent intervals, to be frequent",23,532,1.00
2447,pūpū,141,4,6,4,noun," (n) mouth-wash, gargle",26,643,0.92
2448,pupuha,141,6,6,3,noun, (n) perspiration; heat (of the day),24,637,0.96
2449,pupuha‘ia,141,9,9,5,adjective/verb," (adj/v) (of persons) hot and perspiring, oppressively hot",29,566,0.97
2450,pupula,141,6,6,3,verb," (v) to swell, be or become swollen; to expand; to bulge",24,583,1.00
2451,pupunga,141,7,6,3,noun," (n) clump, group, cluster, number of things close together",31,634,0.97
2452,puputu‘u,141,8,8,4,verb," (v) to be confused, perplexed, bewildered, mystified, baffled",24,514,0.96
2453,puteni,141,6,6,3,noun, (n) pudding,26,561,1.00
2454,putu,141,4,4,2,noun," (n) funeral, funeral rites",24,561,1.00
2455,pu‘aki,141,6,6,3,verb," (v) to utter aloud, pronounce, or declare; to eject (from the mouth)",29,445,0.97
2456,pu‘i,141,4,4,2,noun," (n) order, command, errand",23,533,1.00
2457,sā,142,2,3,2,noun, (n) certain parts of the roof timbers of a Tongan house,32,551,0.97
2458,saame or same,142,5,5,3,noun, (n) psalm,26,566,0.77
2459,sai,142,3,3,2,verb," (v) to be good, good enough, unobjectionable, all right; to be good or suitable for; to be in good or reasonably good condition; to be well (in good health); advisable, a good thing; to be acceptable or permissible",24,717,1.00
2460,saiāniti,142,8,9,6,noun, (n) giant,29,597,0.83
2461,saienisi,142,8,8,5,noun, (n) science,23,633,0.74
2462,saisai,142,6,6,4,verb," (v) to be fairly good, etc.",32,547,1.00
2463,saiʻia,142,6,6,4,verb, (v) to like; prefer,24,546,0.83
2464,sākalamēniti,142,12,14,8,noun, (n) sacrament,24,527,1.00
2465,salati,142,6,6,3,noun, (n) salad,24,696,0.79
2466,sanipepa,142,8,8,4,noun, (n) sandpaper,32,480,0.97
2467,sapa,142,4,4,2,noun/verb, (n/v) (to have) supper,24,506,0.92
2468,sasepani,142,8,8,4,noun, (n) saucepan,24,561,0.96
2469,sātini,142,6,7,4,noun," (n) sergeant, police sergeant",32,535,0.75
2470,sauni,142,5,5,3,verb," (v) to avenge, revenge",24,695,0.79
2471,saute,142,5,5,3,adjective/noun, (adj/n) south,24,681,0.96
2472,saute-uesite,142,11,11,7,adjective/noun, (adj/n) south-west,26,592,0.96
2473,saute-‘isite,142,11,11,6,adjective/noun, (adj/n) south-east,24,584,0.96
2474,savea,142,5,5,3,noun, (n) surveyor,29,627,0.72
2475,sea,142,3,3,2,noun," (n) chair, seat, stool or form",31,620,0.81
2476,seifi,142,5,5,3,noun, (n) safe,24,582,0.96
2477,sēini,142,5,6,4,noun, (n) chain,26,587,0.96
2478,sēkelitali,142,10,11,6,noun, (n) secretary,22,781,0.82
2479,selo,142,4,4,2,noun," (n) cello, violoncello",32,558,0.97
2480,semikueva,142,9,9,5,noun, (n) semiquaver,26,492,1.00
2481,Senē,142,4,5,3,noun, (n) Sydney,24,678,0.79
2482,senita,142,6,6,3,noun, (n) centre,24,698,0.83
2483,Senitaile,142,9,9,5,adjective/noun, (adj/n) Gentile,32,485,1.00
2484,sēniti,142,6,7,4,noun, (n) cent,24,530,0.96
2485,senituli,142,8,8,4,noun, (n) century (100 years); centenary,24,503,0.92
2486,Sēpitema,142,8,9,5,noun, (n) September,26,573,0.92
2487,sesele,142,6,6,3,adjective/verb," (adj/v) silly, queer, eccentric",29,512,0.90
2488,Sētane,142,6,7,4,noun, (n) Satan,24,514,1.00
2489,sētesi,142,6,7,4,noun, (n) sentence,32,504,0.75
2490,seuke,142,5,5,3,interjection, (interj) expressing surprise,26,585,1.00
2491,sevāniti,142,8,9,5,verb," (v) to be a servant to, to serve, wait upon, minister to",24,582,0.92
2492,seʻe or seseʻe,142,4,4,2,verb," (v) to drive away, shoo away",29,495,0.97
2493,sī,142,2,3,2,interjection, (interj) drawing attention to what one has to say,23,652,0.96
2494,Siamane,143,7,7,4,adjective/noun," (adj/n) Germany, German",26,626,0.73
2495,siamu,143,5,5,3,noun, (n) jam,24,527,1.00
2496,siana,143,5,5,3,noun," (n) man, fellow",29,564,0.93
2497,Siapani,143,7,7,4,noun, (n) Japan,24,558,0.92
2498,siate,143,5,5,3,noun, (n) chart,24,579,0.96
2499,siemu,143,5,5,3,noun," (n) germ(s), microbe(s)",24,486,1.00
2500,sifā,143,4,5,3,verb, (v) to swerve or skid,29,549,0.93
2501,sī fatafata,143,10,11,6,verb," (v) to smite oneself on the breast, or to lay one's hand on one's breast, in token of devotion, repentance, or astonishment",24,567,0.96
2502,Sihova,143,6,6,3,noun, (n) Jehovah (God),32,552,0.94
2503,siisi,143,5,5,3,noun, (n) cheese,24,488,0.96
2504,sikā,143,4,5,3,noun, (n) cigar,24,707,0.88
2505,sikalaipe,143,9,9,5,noun, (n) scribe,23,722,0.87
2506,sikalamu,143,8,8,4,noun," (n) scrum (in Rugby football), scrimmage",28,562,0.89
2507,sikaleti,143,8,8,4,noun, (n) cigarette,24,578,0.75
2508,sikalu,143,6,6,3,noun, (n) screw,31,485,1.00
2509,sikaʻi,143,6,6,3,verb, (v) to throw,24,607,0.83
2510,sikopio,143,7,7,4,noun, (n) scorpion,26,684,0.88
2511,Sikotilani,143,10,10,5,noun, (n) Scotland,24,678,0.71
2512,sikuea,143,6,6,4,noun, (n) square; set-square,29,605,0.93
2513,sila,143,4,4,2,noun, (n) envelope; seal; sealing-wax; coat-of-arms,24,614,0.71
2514,silapa,143,6,6,3,noun, (n) syllable,32,486,0.88
2515,silaʻi,143,6,6,3,verb, (v) to seal,24,606,1.00
2516,sili,143,4,4,2,verb, (v) to fish with any kind of net which is thrown,24,549,0.83
2517,silika,143,6,6,3,noun, (n) silk,26,578,0.96
2518,silini,143,6,6,3,noun, (n) money; shilling,24,718,0.92
2519,silipa,143,6,6,3,noun, (n) slippers,29,561,0.86
2520,siliva,143,6,6,3,noun, (n) silver,24,683,0.83
2521,sima,143,4,4,2,adjective/noun," (adj/n) cement, mortar, plaster, or concrete; cement tank;",32,556,1.00
2522,sinaki,143,6,6,3,adverb," (adv) first, before-hand, by way of warning or preparation",26,644,1.00
2523,sināmanu,143,8,9,5,noun, (n) female animal used for breeding purposes,24,703,0.79
2524,sinamoni,143,8,8,4,noun, (n) cinnamon,29,541,0.97
2525,sinisā,143,6,7,4,noun, (n) ginger,24,567,0.96
2526,sino,143,4,4,2,adjective/verb," (adj/v) corpulent, stout, fat, plump",32,521,0.94
2527,sino-mālohi,143,10,11,6,adjective/verb, (adj/v) physically strong,24,627,1.00
2528,sino-moʻuilelei,143,14,14,8,adjective/verb, (adj/v) physically healthy,24,585,0.92
2529,sinoʻi,143,6,6,3,noun, (n) body of; the concrete reality of,26,508,1.00
2530,sinoʻi paʻanga,143,13,12,6,noun," (n) body of money, principal (as opposed to interest)",24,591,1.00
2531,sio,143,3,3,2,verb," (v) to look, look at, or see",29,603,0.79
2532,siofi,143,5,5,3,verb," (v) to keep one's eyes fixed on, to look at steadily",24,707,0.92
2533,sioka,143,5,5,3,noun, (n) chalk,32,487,0.97
2534,siokālafi,143,9,10,6,noun, (n) geography,24,568,0.92
2535,sioki,143,5,5,3,noun," (n) jug, pitcher",24,611,0.92
2536,siomita,143,7,7,4,noun, (n) geometry,24,526,1.00
2537,sioʻata,143,7,7,4,noun," (n) mirror; glass (substance); pane of glass; wind-screen (of a car); lens; glasses, spectacles",29,530,1.00
2538,sioʻi,143,5,5,3,verb," (v) to peer at, to look at in a critical or offensive way",24,567,0.75
2539,sipa,143,4,4,2,verb," (v) to stagger, reel, or wobble",32,638,0.84
2540,sipela,143,6,6,3,noun, (n) spelling,24,565,0.96
2541,sipi,143,4,4,2,adjective, (adj) woollen,26,621,0.92
2542,sipilingi,144,9,8,4,noun," (n) spring (of a watch, a car, etc.)",24,729,0.96
2543,sipiliti,144,8,8,4,noun, (n) methylated spirit,29,486,1.00
2544,sīpinga,144,7,7,4,noun," (n) piece of cloth cut as a sample or pattern; (in general) pattern, model, standard",24,527,0.96
2545,sipoti,144,6,6,3,noun, (n) sports,32,504,1.00
2546,sisi,144,4,4,2,noun, (n) ornamental girdle or waistband made of flowers,24,503,1.00
2547,sisī,144,4,5,3,verb, (v) to make a hissing or fizzing or wheezing sound; to hiss,24,630,1.00
2548,sisina,144,6,6,3,verb," (v) to grasp or grip forcefully, to squeeze hard",24,572,1.00
2549,sitaasi,144,7,7,4,noun, (n) starch,24,703,0.92
2550,sitapa,144,6,6,3,noun, (n) stamp (postage or duty),24,689,0.83
2551,sitima,144,6,6,3,noun," (n) steamer, steamship; launch",24,569,0.96
2552,sitou,144,5,5,3,noun, (n) stove,24,626,0.96
2553,Siu,144,3,3,2,adjective/noun, (adj/n) Jew,32,674,0.88
2554,siueli,144,6,6,4,noun," (n) jewel, gem",24,537,1.00
2555,Siulai,144,6,6,4,noun, (n) July,24,591,0.88
2556,siupeli,144,7,7,4,noun, (n) jubilee,26,645,0.96
2557,Siupita,144,7,7,4,noun, (n) Jupiter,24,725,1.00
2558,siu‘a‘alo,144,9,9,5,noun/verb, (n/v) (to have a) boat race (rowing),29,534,0.97
2559,sivi,144,4,4,2,verb," (v) sieve; to sift, or strain; to filter; to free from impurities, to refine",24,682,0.92
2560,sivilaise,144,9,9,5,noun," (n) civilization, culture",24,619,0.96
2561,si‘aku,144,6,6,3,pronoun, (pron) my,24,609,0.96
2562,si‘ama,144,6,6,3,pronoun, (pron) our (dual),26,675,1.00
2563,si‘amau,144,7,7,4,pronoun, (pron) our (plural),24,619,0.96
2564,si‘amo,144,6,6,3,pronoun, (pron) your (dual),29,587,0.90
2565,si‘amou,144,7,7,4,pronoun, (pron) your (plural),24,565,0.92
2566,si‘ana,144,6,6,3,pronoun, (pron) their (dual),32,580,0.97
2567,si‘anau,144,7,7,4,pronoun, (pron) their (plural),24,598,0.92
2568,si‘ane,144,6,6,3,pronoun," (pron) his, her, its",24,605,0.75
2569,si‘ao,144,5,5,3,pronoun," (pron) your, thy",26,532,0.96
2570,si‘ata,144,6,6,3,pronoun, (pron) our (dual),24,640,0.92
2571,si‘atau,144,7,7,4,pronoun, (pron) our (plural),29,552,0.93
2572,si‘ate,144,6,6,3,pronoun," (pron) one's, my",24,615,0.92
2573,si‘ato,144,6,6,3,pronoun," (pron) one's, my",32,596,0.91
2574,si‘eku,144,6,6,3,pronoun, (pron) my,24,548,0.96
2575,si‘ema,144,6,6,3,pronoun, (pron) our (dual),24,532,0.83
2576,si‘emau,144,7,7,4,pronoun, (pron) our (plural),26,496,0.96
2577,si‘ena,144,6,6,3,pronoun, (pron) their,24,653,1.00
2578,si‘enau,144,7,7,4,pronoun, (pron) their (plural),29,547,0.86
2579,si‘ene,144,6,6,3,pronoun," (pron) his, her, its",24,588,0.92
2580,si‘eta,144,6,6,3,pronoun, (pron) our (dual),32,568,0.75
2581,si‘etau,144,7,7,4,pronoun, (pron) our (plural),24,567,0.96
2582,si‘ete,144,6,6,3,pronoun," (pron) one's, my",24,496,1.00
2583,si‘i,144,4,4,2,adverb," (adv) slightly, lightly, gently, to a small extent, or for a short time",26,527,1.00
2584,si‘isi‘i,144,8,8,4,adjective, (adj) very small; very young; very few,24,481,1.00
2585,si‘o,144,4,4,2,pronoun," (pron) your, thy",29,596,1.00
2586,si‘oku,144,6,6,3,pronoun, (pron) my,24,570,0.88
2587,si‘oma,144,6,6,3,pronoun, (pron) our (dual),32,537,0.97
2588,si‘omau,144,7,7,4,pronoun, (pron) our (plural),24,561,1.00
2589,si‘omo,144,6,6,3,pronoun, (pron) your (dual),24,649,0.71
2590,si‘omou,144,7,7,4,pronoun, (pron) your (plural),26,636,0.96
2591,siʻona,144,6,6,3,pronoun, (pron) their (dual),24,620,0.96
2592,si‘onau,144,7,7,4,pronoun, (pron) their (three or more),29,599,0.93
2593,si‘ono,145,6,6,3,pronoun," (pron) his, her, its",24,600,1.00
2594,si‘ota,145,6,6,3,pronoun, (pron) our (dual),32,715,0.91
2595,si‘otau,145,7,7,4,pronoun, (pron) our (plural),24,493,1.00
2596,si‘oto,145,6,6,3,pronoun," (pron) one’s, my",24,530,1.00
2597,sō,145,2,3,2,verb," (v) (of boy and girl, or man and woman) to be sweet on each other, to be in love; (in general) to have a friendly gathering for conversation and kava-drinking, etc.",26,639,0.73
2598,sofa,145,4,4,2,noun," (n) sofa, couch",24,619,0.88
2599,soka,145,4,4,2,noun/verb, (n/v) (to play) soccer,29,590,0.76
2600,sola,145,4,4,2,adjective/verb," (adj/v) unfamiliar, unaccustomed, inexperienced, unacquainted with or to",24,555,0.96
2601,solo,145,4,4,2,noun/verb, (n/v) (to sing a ) solo,32,467,0.91
2602,sosa,145,4,4,2,noun, (n) saucer,26,521,0.96
2603,sōsisi,145,6,7,4,noun, (n) sausage(s),24,586,0.79
